,fullname,orderid,shipcountry,companyname,companyname,unitprice,quantity,orderdate,shippeddate,requireddate
220,Janet Leverling,10330,Venezuela,Speedy Express,LILA-Supermercado,24.9000,50,1996-10-16,1996-10-28,1996-11-13
221,Janet Leverling,10330,Venezuela,Speedy Express,LILA-Supermercado,27.8000,25,1996-10-16,1996-10-28,1996-11-13
222,Anne Dodsworth,10331,France,Speedy Express,Bon app',5.9000,15,1996-10-16,1996-10-21,1996-11-27
223,Janet Leverling,10332,Canada,United Package,Mre Paillarde,50.0000,40,1996-10-17,1996-10-21,1996-11-28
224,Janet Leverling,10332,Canada,United Package,Mre Paillarde,11.2000,10,1996-10-17,1996-10-21,1996-11-28
225,Janet Leverling,10332,Canada,United Package,Mre Paillarde,7.6000,16,1996-10-17,1996-10-21,1996-11-28
226,Steven Buchanan,10333,Finland,Federal Shipping,Wartian Herkku,18.6000,10,1996-10-18,1996-10-25,1996-11-15
227,Steven Buchanan,10333,Finland,Federal Shipping,Wartian Herkku,8.0000,10,1996-10-18,1996-10-25,1996-11-15
228,Steven Buchanan,10333,Finland,Federal Shipping,Wartian Herkku,17.2000,40,1996-10-18,1996-10-25,1996-11-15
229,Laura Callahan,10334,France,United Package,Victuailles en stock,5.6000,8,1996-10-21,1996-10-28,1996-11-18
230,Laura Callahan,10334,France,United Package,Victuailles en stock,10.0000,10,1996-10-21,1996-10-28,1996-11-18
231,Robert King,10335,Ireland,United Package,Hungry Owl All-Night Grocers,15.2000,7,1996-10-22,1996-10-24,1996-11-19
232,Robert King,10335,Ireland,United Package,Hungry Owl All-Night Grocers,10.0000,25,1996-10-22,1996-10-24,1996-11-19
233,Robert King,10335,Ireland,United Package,Hungry Owl All-Night Grocers,25.6000,6,1996-10-22,1996-10-24,1996-11-19
234,Robert King,10335,Ireland,United Package,Hungry Owl All-Night Grocers,42.4000,48,1996-10-22,1996-10-24,1996-11-19
235,Robert King,10336,Portugal,United Package,Princesa Isabel Vinhos,17.6000,18,1996-10-23,1996-10-25,1996-11-20
236,Margaret Peacock,10337,Germany,Federal Shipping,Frankenversand,7.2000,40,1996-10-24,1996-10-29,1996-11-21
237,Margaret Peacock,10337,Germany,Federal Shipping,Frankenversand,24.9000,24,1996-10-24,1996-10-29,1996-11-21
238,Margaret Peacock,10337,Germany,Federal Shipping,Frankenversand,15.2000,20,1996-10-24,1996-10-29,1996-11-21
239,Margaret Peacock,10337,Germany,Federal Shipping,Frankenversand,20.8000,28,1996-10-24,1996-10-29,1996-11-21
240,Margaret Peacock,10337,Germany,Federal Shipping,Frankenversand,27.8000,25,1996-10-24,1996-10-29,1996-11-21
241,Margaret Peacock,10338,USA,Federal Shipping,Old World Delicatessen,31.2000,20,1996-10-25,1996-10-29,1996-11-22
242,Margaret Peacock,10338,USA,Federal Shipping,Old World Delicatessen,20.7000,15,1996-10-25,1996-10-29,1996-11-22
243,Andrew Fuller,10339,Canada,United Package,Mre Paillarde,17.6000,10,1996-10-28,1996-11-04,1996-11-25
244,Andrew Fuller,10339,Canada,United Package,Mre Paillarde,31.2000,70,1996-10-28,1996-11-04,1996-11-25
245,Andrew Fuller,10339,Canada,United Package,Mre Paillarde,39.4000,28,1996-10-28,1996-11-04,1996-11-25
246,Nancy Davolio,10340,France,Federal Shipping,Bon app',50.0000,20,1996-10-29,1996-11-08,1996-11-26
247,Nancy Davolio,10340,France,Federal Shipping,Bon app',7.7000,12,1996-10-29,1996-11-08,1996-11-26
248,Nancy Davolio,10340,France,Federal Shipping,Bon app',36.8000,40,1996-10-29,1996-11-08,1996-11-26
249,Robert King,10341,Denmark,Federal Shipping,Simons bistro,2.0000,8,1996-10-29,1996-11-05,1996-11-26
250,Robert King,10341,Denmark,Federal Shipping,Simons bistro,44.0000,9,1996-10-29,1996-11-05,1996-11-26
251,Margaret Peacock,10342,Germany,United Package,Frankenversand,15.2000,24,1996-10-30,1996-11-04,1996-11-13
252,Margaret Peacock,10342,Germany,United Package,Frankenversand,10.0000,56,1996-10-30,1996-11-04,1996-11-13
253,Margaret Peacock,10342,Germany,United Package,Frankenversand,15.2000,40,1996-10-30,1996-11-04,1996-11-13
254,Margaret Peacock,10342,Germany,United Package,Frankenversand,19.2000,40,1996-10-30,1996-11-04,1996-11-13
255,Margaret Peacock,10343,Germany,Speedy Express,Lehmanns Marktstand,26.6000,50,1996-10-31,1996-11-06,1996-11-28
256,Margaret Peacock,10343,Germany,Speedy Express,Lehmanns Marktstand,10.0000,4,1996-10-31,1996-11-06,1996-11-28
257,Margaret Peacock,10343,Germany,Speedy Express,Lehmanns Marktstand,14.4000,15,1996-10-31,1996-11-06,1996-11-28
258,Margaret Peacock,10344,USA,United Package,White Clover Markets,17.6000,35,1996-11-01,1996-11-05,1996-11-29
259,Margaret Peacock,10344,USA,United Package,White Clover Markets,32.0000,70,1996-11-01,1996-11-05,1996-11-29
260,Andrew Fuller,10345,Germany,United Package,QUICK-Stop,32.0000,70,1996-11-04,1996-11-11,1996-12-02
261,Andrew Fuller,10345,Germany,United Package,QUICK-Stop,7.3000,80,1996-11-04,1996-11-11,1996-12-02
262,Andrew Fuller,10345,Germany,United Package,QUICK-Stop,11.2000,9,1996-11-04,1996-11-11,1996-12-02
263,Janet Leverling,10346,USA,Federal Shipping,Rattlesnake Canyon Grocery,31.2000,36,1996-11-05,1996-11-08,1996-12-17
264,Janet Leverling,10346,USA,Federal Shipping,Rattlesnake Canyon Grocery,30.4000,20,1996-11-05,1996-11-08,1996-12-17
265,Margaret Peacock,10347,Brazil,Federal Shipping,Familia Arquibaldo,11.2000,10,1996-11-06,1996-11-08,1996-12-04
266,Margaret Peacock,10347,Brazil,Federal Shipping,Familia Arquibaldo,14.4000,50,1996-11-06,1996-11-08,1996-12-04
267,Margaret Peacock,10347,Brazil,Federal Shipping,Familia Arquibaldo,14.7000,4,1996-11-06,1996-11-08,1996-12-04
268,Margaret Peacock,10347,Brazil,Federal Shipping,Familia Arquibaldo,6.2000,6,1996-11-06,1996-11-08,1996-12-04
269,Margaret Peacock,10348,Germany,United Package,Die Wandernde Kuh,14.4000,15,1996-11-07,1996-11-15,1996-12-05
270,Margaret Peacock,10348,Germany,United Package,Die Wandernde Kuh,7.2000,25,1996-11-07,1996-11-15,1996-12-05
271,Robert King,10349,USA,Speedy Express,Split Rail Beer & Ale,5.9000,24,1996-11-08,1996-11-15,1996-12-06
272,Nancy Davolio,10351,Austria,Speedy Express,Ernst Handel,210.8000,20,1996-11-11,1996-11-20,1996-12-09
273,Nancy Davolio,10351,Austria,Speedy Express,Ernst Handel,7.7000,13,1996-11-11,1996-11-20,1996-12-09
274,Nancy Davolio,10351,Austria,Speedy Express,Ernst Handel,15.5000,77,1996-11-11,1996-11-20,1996-12-09
275,Nancy Davolio,10351,Austria,Speedy Express,Ernst Handel,16.8000,10,1996-11-11,1996-11-20,1996-12-09
276,Michael Suyama,10350,France,United Package,La maison d'Asie,13.0000,15,1996-11-11,1996-12-03,1996-12-09
277,Michael Suyama,10350,France,United Package,La maison d'Asie,28.8000,18,1996-11-11,1996-12-03,1996-12-09
278,Janet Leverling,10352,Portugal,Federal Shipping,Furia Bacalhau e Frutos do Mar,3.6000,10,1996-11-12,1996-11-18,1996-11-26
279,Janet Leverling,10352,Portugal,Federal Shipping,Furia Bacalhau e Frutos do Mar,5.9000,20,1996-11-12,1996-11-18,1996-11-26
280,Robert King,10353,Austria,Federal Shipping,Piccolo und mehr,16.8000,12,1996-11-13,1996-11-25,1996-12-11
281,Robert King,10353,Austria,Federal Shipping,Piccolo und mehr,210.8000,50,1996-11-13,1996-11-25,1996-12-11
282,Laura Callahan,10354,Mexico,Federal Shipping,Pericles Comidas clsicas,14.4000,12,1996-11-14,1996-11-20,1996-12-12
283,Laura Callahan,10354,Mexico,Federal Shipping,Pericles Comidas clsicas,99.0000,4,1996-11-14,1996-11-20,1996-12-12
284,Michael Suyama,10355,UK,Speedy Express,Around the Horn,3.6000,25,1996-11-15,1996-11-20,1996-12-13
285,Michael Suyama,10355,UK,Speedy Express,Around the Horn,15.6000,25,1996-11-15,1996-11-20,1996-12-13
286,Michael Suyama,10356,Germany,United Package,Die Wandernde Kuh,10.0000,30,1996-11-18,1996-11-27,1996-12-16
287,Michael Suyama,10356,Germany,United Package,Die Wandernde Kuh,19.2000,12,1996-11-18,1996-11-27,1996-12-16
288,Michael Suyama,10356,Germany,United Package,Die Wandernde Kuh,28.8000,20,1996-11-18,1996-11-27,1996-12-16
289,Nancy Davolio,10357,Venezuela,Federal Shipping,LILA-Supermercado,24.8000,30,1996-11-19,1996-12-02,1996-12-17
290,Nancy Davolio,10357,Venezuela,Federal Shipping,LILA-Supermercado,24.9000,16,1996-11-19,1996-12-02,1996-12-17
291,Nancy Davolio,10357,Venezuela,Federal Shipping,LILA-Supermercado,27.2000,8,1996-11-19,1996-12-02,1996-12-17
292,Steven Buchanan,10358,France,Speedy Express,La maison d'Asie,3.6000,10,1996-11-20,1996-11-27,1996-12-18
293,Steven Buchanan,10358,France,Speedy Express,La maison d'Asie,11.2000,10,1996-11-20,1996-11-27,1996-12-18
294,Steven Buchanan,10358,France,Speedy Express,La maison d'Asie,15.2000,20,1996-11-20,1996-11-27,1996-12-18
295,Steven Buchanan,10359,UK,Federal Shipping,Seven Seas Imports,13.9000,56,1996-11-21,1996-11-26,1996-12-19
296,Steven Buchanan,10359,UK,Federal Shipping,Seven Seas Imports,10.0000,70,1996-11-21,1996-11-26,1996-12-19
297,Steven Buchanan,10359,UK,Federal Shipping,Seven Seas Imports,27.2000,80,1996-11-21,1996-11-26,1996-12-19
298,Nancy Davolio,10361,Germany,United Package,QUICK-Stop,14.4000,54,1996-11-22,1996-12-03,1996-12-20
299,Nancy Davolio,10361,Germany,United Package,QUICK-Stop,27.2000,55,1996-11-22,1996-12-03,1996-12-20
300,Margaret Peacock,10360,France,Federal Shipping,Blondesddsl pre et fils,36.4000,30,1996-11-22,1996-12-02,1996-12-20
301,Margaret Peacock,10360,France,Federal Shipping,Blondesddsl pre et fils,99.0000,35,1996-11-22,1996-12-02,1996-12-20
302,Margaret Peacock,10360,France,Federal Shipping,Blondesddsl pre et fils,210.8000,10,1996-11-22,1996-12-02,1996-12-20
303,Margaret Peacock,10360,France,Federal Shipping,Blondesddsl pre et fils,16.0000,35,1996-11-22,1996-12-02,1996-12-20
304,Margaret Peacock,10360,France,Federal Shipping,Blondesddsl pre et fils,5.9000,28,1996-11-22,1996-12-02,1996-12-20
305,Janet Leverling,10362,France,Speedy Express,Bon app',11.2000,50,1996-11-25,1996-11-28,1996-12-23
306,Janet Leverling,10362,France,Speedy Express,Bon app',42.4000,20,1996-11-25,1996-11-28,1996-12-23
307,Janet Leverling,10362,France,Speedy Express,Bon app',5.9000,24,1996-11-25,1996-11-28,1996-12-23
308,Nancy Davolio,10364,UK,Speedy Express,Eastern Connection,28.8000,30,1996-11-26,1996-12-04,1997-01-07
309,Nancy Davolio,10364,UK,Speedy Express,Eastern Connection,17.2000,5,1996-11-26,1996-12-04,1997-01-07
310,Margaret Peacock,10363,Germany,Federal Shipping,Drachenblut Delikatessen,10.0000,20,1996-11-26,1996-12-04,1996-12-24
311,Margaret Peacock,10363,Germany,Federal Shipping,Drachenblut Delikatessen,6.2000,12,1996-11-26,1996-12-04,1996-12-24
312,Margaret Peacock,10363,Germany,Federal Shipping,Drachenblut Delikatessen,14.4000,12,1996-11-26,1996-12-04,1996-12-24
313,Janet Leverling,10365,Mexico,United Package,Antonio Moreno Taquera,16.8000,24,1996-11-27,1996-12-02,1996-12-25
314,Robert King,10367,Denmark,Federal Shipping,Vaffeljernet,11.2000,36,1996-11-28,1996-12-02,1996-12-26
315,Robert King,10367,Denmark,Federal Shipping,Vaffeljernet,5.9000,18,1996-11-28,1996-12-02,1996-12-26
316,Robert King,10367,Denmark,Federal Shipping,Vaffeljernet,16.8000,15,1996-11-28,1996-12-02,1996-12-26
317,Robert King,10367,Denmark,Federal Shipping,Vaffeljernet,10.4000,7,1996-11-28,1996-12-02,1996-12-26
318,Laura Callahan,10366,Spain,United Package,Galera del gastrnomo,16.8000,5,1996-11-28,1996-12-30,1997-01-09
319,Laura Callahan,10366,Spain,United Package,Galera del gastrnomo,10.4000,5,1996-11-28,1996-12-30,1997-01-09
320,Andrew Fuller,10368,Austria,United Package,Ernst Handel,8.0000,5,1996-11-29,1996-12-02,1996-12-27
321,Andrew Fuller,10368,Austria,United Package,Ernst Handel,36.4000,13,1996-11-29,1996-12-02,1996-12-27
322,Andrew Fuller,10368,Austria,United Package,Ernst Handel,15.6000,25,1996-11-29,1996-12-02,1996-12-27
323,Andrew Fuller,10368,Austria,United Package,Ernst Handel,26.6000,35,1996-11-29,1996-12-02,1996-12-27
324,Laura Callahan,10369,USA,United Package,Split Rail Beer & Ale,99.0000,20,1996-12-02,1996-12-09,1996-12-30
325,Laura Callahan,10369,USA,United Package,Split Rail Beer & Ale,30.4000,18,1996-12-02,1996-12-09,1996-12-30
326,Nancy Davolio,10371,France,Speedy Express,La maison d'Asie,15.2000,6,1996-12-03,1996-12-24,1996-12-31
327,Michael Suyama,10370,Switzerland,United Package,Chop-suey Chinese,14.4000,15,1996-12-03,1996-12-27,1996-12-31
328,Michael Suyama,10370,Switzerland,United Package,Chop-suey Chinese,26.6000,30,1996-12-03,1996-12-27,1996-12-31
329,Michael Suyama,10370,Switzerland,United Package,Chop-suey Chinese,8.0000,20,1996-12-03,1996-12-27,1996-12-31
330,Steven Buchanan,10372,Brazil,United Package,Queen Cozinha,64.8000,12,1996-12-04,1996-12-09,1997-01-01
331,Steven Buchanan,10372,Brazil,United Package,Queen Cozinha,210.8000,40,1996-12-04,1996-12-09,1997-01-01
332,Steven Buchanan,10372,Brazil,United Package,Queen Cozinha,27.2000,70,1996-12-04,1996-12-09,1997-01-01
333,Steven Buchanan,10372,Brazil,United Package,Queen Cozinha,27.8000,42,1996-12-04,1996-12-09,1997-01-01
334,Nancy Davolio,10374,Poland,Federal Shipping,Wolski  Zajazd,10.0000,30,1996-12-05,1996-12-09,1997-01-02
335,Nancy Davolio,10374,Poland,Federal Shipping,Wolski  Zajazd,10.6000,15,1996-12-05,1996-12-09,1997-01-02
336,Margaret Peacock,10373,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,10.6000,80,1996-12-05,1996-12-11,1997-01-02
337,Margaret Peacock,10373,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,17.2000,50,1996-12-05,1996-12-11,1997-01-02
338,Janet Leverling,10375,USA,United Package,Hungry Coyote Import Store,18.6000,15,1996-12-06,1996-12-09,1997-01-03
339,Janet Leverling,10375,USA,United Package,Hungry Coyote Import Store,5.9000,10,1996-12-06,1996-12-09,1997-01-03
340,Nancy Davolio,10377,UK,Federal Shipping,Seven Seas Imports,36.4000,20,1996-12-09,1996-12-13,1997-01-06
341,Nancy Davolio,10377,UK,Federal Shipping,Seven Seas Imports,14.4000,20,1996-12-09,1996-12-13,1997-01-06
342,Nancy Davolio,10376,Canada,United Package,Mre Paillarde,10.0000,42,1996-12-09,1996-12-13,1997-01-06
343,Steven Buchanan,10378,Sweden,Federal Shipping,Folk och f HB,17.2000,6,1996-12-10,1996-12-19,1997-01-07
344,Andrew Fuller,10379,Brazil,Speedy Express,Que Delcia,7.7000,8,1996-12-11,1996-12-13,1997-01-08
345,Andrew Fuller,10379,Brazil,Speedy Express,Que Delcia,35.1000,16,1996-12-11,1996-12-13,1997-01-08
346,Andrew Fuller,10379,Brazil,Speedy Express,Que Delcia,16.8000,20,1996-12-11,1996-12-13,1997-01-08
347,Janet Leverling,10381,Venezuela,Federal Shipping,LILA-Supermercado,8.0000,14,1996-12-12,1996-12-13,1997-01-09
348,Laura Callahan,10380,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,20.7000,18,1996-12-12,1997-01-16,1997-01-09
349,Laura Callahan,10380,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,26.2000,20,1996-12-12,1997-01-16,1997-01-09
350,Laura Callahan,10380,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,27.2000,6,1996-12-12,1997-01-16,1997-01-09
351,Laura Callahan,10380,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,12.0000,30,1996-12-12,1997-01-16,1997-01-09
352,Margaret Peacock,10382,Austria,Speedy Express,Ernst Handel,17.0000,32,1996-12-13,1996-12-16,1997-01-10
353,Margaret Peacock,10382,Austria,Speedy Express,Ernst Handel,50.0000,9,1996-12-13,1996-12-16,1997-01-10
354,Margaret Peacock,10382,Austria,Speedy Express,Ernst Handel,99.0000,14,1996-12-13,1996-12-16,1997-01-10
355,Margaret Peacock,10382,Austria,Speedy Express,Ernst Handel,2.0000,60,1996-12-13,1996-12-16,1997-01-10
356,Margaret Peacock,10382,Austria,Speedy Express,Ernst Handel,8.0000,50,1996-12-13,1996-12-16,1997-01-10
357,Janet Leverling,10384,Sweden,Federal Shipping,Berglunds snabbkp,64.8000,28,1996-12-16,1996-12-20,1997-01-13
358,Janet Leverling,10384,Sweden,Federal Shipping,Berglunds snabbkp,27.2000,15,1996-12-16,1996-12-20,1997-01-13
359,Laura Callahan,10383,UK,Federal Shipping,Around the Horn,4.8000,20,1996-12-16,1996-12-18,1997-01-13
360,Laura Callahan,10383,UK,Federal Shipping,Around the Horn,13.0000,15,1996-12-16,1996-12-18,1997-01-13
361,Laura Callahan,10383,UK,Federal Shipping,Around the Horn,30.4000,20,1996-12-16,1996-12-18,1997-01-13
362,Nancy Davolio,10385,USA,United Package,Split Rail Beer & Ale,24.0000,10,1996-12-17,1996-12-23,1997-01-14
363,Nancy Davolio,10385,USA,United Package,Split Rail Beer & Ale,27.2000,20,1996-12-17,1996-12-23,1997-01-14
364,Nancy Davolio,10385,USA,United Package,Split Rail Beer & Ale,10.0000,8,1996-12-17,1996-12-23,1997-01-14
365,Nancy Davolio,10387,Norway,United Package,Sant Gourmet,3.6000,15,1996-12-18,1996-12-20,1997-01-15
366,Nancy Davolio,10387,Norway,United Package,Sant Gourmet,36.4000,6,1996-12-18,1996-12-20,1997-01-15
367,Nancy Davolio,10387,Norway,United Package,Sant Gourmet,44.0000,12,1996-12-18,1996-12-20,1997-01-15
368,Nancy Davolio,10387,Norway,United Package,Sant Gourmet,17.2000,15,1996-12-18,1996-12-20,1997-01-15
369,Anne Dodsworth,10386,Brazil,Federal Shipping,Familia Arquibaldo,3.6000,15,1996-12-18,1996-12-25,1997-01-01
370,Anne Dodsworth,10386,Brazil,Federal Shipping,Familia Arquibaldo,11.2000,10,1996-12-18,1996-12-25,1997-01-01
371,Andrew Fuller,10388,UK,Speedy Express,Seven Seas Imports,7.6000,15,1996-12-19,1996-12-20,1997-01-16
372,Andrew Fuller,10388,UK,Speedy Express,Seven Seas Imports,5.6000,20,1996-12-19,1996-12-20,1997-01-16
373,Andrew Fuller,10388,UK,Speedy Express,Seven Seas Imports,26.2000,40,1996-12-19,1996-12-20,1997-01-16
374,Margaret Peacock,10389,Canada,United Package,Bottom-Dollar Markets,24.8000,16,1996-12-20,1996-12-24,1997-01-17
375,Margaret Peacock,10389,Canada,United Package,Bottom-Dollar Markets,19.2000,15,1996-12-20,1996-12-24,1997-01-17
376,Margaret Peacock,10389,Canada,United Package,Bottom-Dollar Markets,39.4000,20,1996-12-20,1996-12-24,1997-01-17
377,Margaret Peacock,10389,Canada,United Package,Bottom-Dollar Markets,12.0000,30,1996-12-20,1996-12-24,1997-01-17
378,Janet Leverling,10391,Germany,Federal Shipping,Drachenblut Delikatessen,4.8000,18,1996-12-23,1996-12-31,1997-01-20
379,Michael Suyama,10390,Austria,Speedy Express,Ernst Handel,10.0000,60,1996-12-23,1996-12-26,1997-01-20
380,Michael Suyama,10390,Austria,Speedy Express,Ernst Handel,14.4000,40,1996-12-23,1996-12-26,1997-01-20
381,Michael Suyama,10390,Austria,Speedy Express,Ernst Handel,9.6000,45,1996-12-23,1996-12-26,1997-01-20
382,Michael Suyama,10390,Austria,Speedy Express,Ernst Handel,27.8000,24,1996-12-23,1996-12-26,1997-01-20
383,Andrew Fuller,10392,Austria,Federal Shipping,Piccolo und mehr,28.8000,50,1996-12-24,1997-01-01,1997-01-21
384,Nancy Davolio,10393,USA,Federal Shipping,Save-a-lot Markets,15.2000,25,1996-12-25,1997-01-03,1997-01-22
385,Nancy Davolio,10393,USA,Federal Shipping,Save-a-lot Markets,18.6000,42,1996-12-25,1997-01-03,1997-01-22
386,Nancy Davolio,10393,USA,Federal Shipping,Save-a-lot Markets,11.2000,7,1996-12-25,1997-01-03,1997-01-22
387,Nancy Davolio,10393,USA,Federal Shipping,Save-a-lot Markets,24.9000,70,1996-12-25,1997-01-03,1997-01-22
388,Nancy Davolio,10393,USA,Federal Shipping,Save-a-lot Markets,10.0000,32,1996-12-25,1997-01-03,1997-01-22
389,Nancy Davolio,10394,USA,Federal Shipping,Hungry Coyote Import Store,4.8000,10,1996-12-25,1997-01-03,1997-01-22
390,Nancy Davolio,10394,USA,Federal Shipping,Hungry Coyote Import Store,39.4000,10,1996-12-25,1997-01-03,1997-01-22
391,Michael Suyama,10395,Venezuela,Speedy Express,HILARION-Abastos,9.6000,28,1996-12-26,1997-01-03,1997-01-23
392,Michael Suyama,10395,Venezuela,Speedy Express,HILARION-Abastos,26.2000,70,1996-12-26,1997-01-03,1997-01-23
393,Michael Suyama,10395,Venezuela,Speedy Express,HILARION-Abastos,28.8000,8,1996-12-26,1997-01-03,1997-01-23
394,Nancy Davolio,10396,Germany,Federal Shipping,Frankenversand,7.2000,40,1996-12-27,1997-01-06,1997-01-10
395,Nancy Davolio,10396,Germany,Federal Shipping,Frankenversand,17.2000,60,1996-12-27,1997-01-06,1997-01-10
396,Nancy Davolio,10396,Germany,Federal Shipping,Frankenversand,27.8000,21,1996-12-27,1997-01-06,1997-01-10
397,Steven Buchanan,10397,Portugal,Speedy Express,Princesa Isabel Vinhos,8.0000,10,1996-12-27,1997-01-02,1997-01-24
398,Steven Buchanan,10397,Portugal,Speedy Express,Princesa Isabel Vinhos,42.4000,18,1996-12-27,1997-01-02,1997-01-24
399,Andrew Fuller,10398,USA,Federal Shipping,Save-a-lot Markets,14.4000,30,1996-12-30,1997-01-09,1997-01-27
400,Andrew Fuller,10398,USA,Federal Shipping,Save-a-lot Markets,19.2000,120,1996-12-30,1997-01-09,1997-01-27
401,Laura Callahan,10399,Denmark,Federal Shipping,Vaffeljernet,10.0000,60,1996-12-31,1997-01-08,1997-01-14
402,Laura Callahan,10399,Denmark,Federal Shipping,Vaffeljernet,17.2000,30,1996-12-31,1997-01-08,1997-01-14
403,Laura Callahan,10399,Denmark,Federal Shipping,Vaffeljernet,14.4000,35,1996-12-31,1997-01-08,1997-01-14
404,Laura Callahan,10399,Denmark,Federal Shipping,Vaffeljernet,10.4000,14,1996-12-31,1997-01-08,1997-01-14
405,Nancy Davolio,10400,UK,Federal Shipping,Eastern Connection,99.0000,21,1997-01-01,1997-01-16,1997-01-29
406,Nancy Davolio,10400,UK,Federal Shipping,Eastern Connection,14.4000,35,1997-01-01,1997-01-16,1997-01-29
407,Nancy Davolio,10400,UK,Federal Shipping,Eastern Connection,16.0000,30,1997-01-01,1997-01-16,1997-01-29
